epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,experiment
108,1723.89,0.73416,0.43777,0.98825,0.98922,0.99273,0.98916,0.79065,0.79101,0.2879,0.98483,0.000154539,0.000154539,0.000154539,Baseline+GhostConv
109,1740.02,0.72593,0.43386,0.98279,0.98886,0.9914,0.99031,0.78821,0.80199,0.2887,0.98226,0.000151067,0.000151067,0.000151067,Baseline+GhostConv
110,1756.17,0.72332,0.42706,0.97903,0.98789,0.98843,0.98983,0.79254,0.78999,0.28769,0.98577,0.000147596,0.000147596,0.000147596,Baseline+GhostConv
111,1772.27,0.7184,0.42351,0.97926,0.98855,0.99045,0.99059,0.7937,0.78751,0.28445,0.97732,0.000144124,0.000144124,0.000144124,Baseline+GhostConv
112,1788.35,0.72613,0.43474,0.98088,0.9881,0.99111,0.99042,0.79059,0.79428,0.28713,0.98914,0.000140652,0.000140652,0.000140652,Baseline+GhostConv
113,1804.47,0.71547,0.42725,0.97913,0.98964,0.9925,0.99028,0.79238,0.79645,0.28558,0.98307,0.000137181,0.000137181,0.000137181,Baseline+GhostConv
114,1820.68,0.71152,0.42274,0.97426,0.98777,0.99304,0.99039,0.79266,0.78844,0.28399,0.97847,0.000133709,0.000133709,0.000133709,Baseline+GhostConv
115,1836.55,0.71376,0.4225,0.97814,0.98904,0.99254,0.98957,0.78989,0.80178,0.28582,0.98488,0.000130238,0.000130238,0.000130238,Baseline+GhostConv
116,1852.17,0.71666,0.42494,0.97686,0.98841,0.98941,0.98873,0.7906,0.79278,0.28212,0.98323,0.000126766,0.000126766,0.000126766,Baseline+GhostConv
117,1867.91,0.71278,0.42126,0.9776,0.99287,0.99242,0.99056,0.79365,0.78836,0.28115,0.97847,0.000123294,0.000123294,0.000123294,Baseline+GhostConv
118,1884.2,0.70943,0.41509,0.97332,0.99016,0.99222,0.98996,0.79683,0.785,0.2793,0.97448,0.000119823,0.000119823,0.000119823,Baseline+GhostConv
119,1900.51,0.70582,0.41758,0.97613,0.99035,0.99105,0.99089,0.79055,0.79013,0.28283,0.98127,0.000116351,0.000116351,0.000116351,Baseline+GhostConv
120,1916.49,0.70822,0.41683,0.97452,0.99109,0.99056,0.98944,0.79247,0.79476,0.28031,0.98088,0.00011288,0.00011288,0.00011288,Baseline+GhostConv
121,1932.71,0.70452,0.41738,0.97379,0.99204,0.99212,0.98983,0.79137,0.79087,0.28152,0.98189,0.000109408,0.000109408,0.000109408,Baseline+GhostConv
122,1948.9,0.7046,0.42017,0.97294,0.99141,0.99198,0.99084,0.79237,0.79464,0.28324,0.98072,0.000105936,0.000105936,0.000105936,Baseline+GhostConv
123,1964.71,0.7064,0.41496,0.97403,0.98868,0.99127,0.99027,0.79505,0.784,0.28043,0.97965,0.000102465,0.000102465,0.000102465,Baseline+GhostConv
124,1980.63,0.69749,0.41161,0.97109,0.98855,0.98968,0.98907,0.7943,0.78822,0.28073,0.98281,9.89932e-05,9.89932e-05,9.89932e-05,Baseline+GhostConv
125,1996.72,0.70598,0.42174,0.97765,0.99018,0.99295,0.99002,0.79441,0.78688,0.2788,0.98198,9.55216e-05,9.55216e-05,9.55216e-05,Baseline+GhostConv
126,2012.78,0.70095,0.41321,0.97544,0.99022,0.993,0.98959,0.79011,0.7893,0.27968,0.98754,9.205e-05,9.205e-05,9.205e-05,Baseline+GhostConv
127,2028.23,0.69672,0.40857,0.97143,0.98975,0.9925,0.99061,0.78931,0.79711,0.28415,0.98746,8.85784e-05,8.85784e-05,8.85784e-05,Baseline+GhostConv
128,2044.29,0.69459,0.41107,0.96798,0.99025,0.99167,0.99039,0.79196,0.79567,0.28309,0.98536,8.51068e-05,8.51068e-05,8.51068e-05,Baseline+GhostConv
129,2060.17,0.69265,0.39995,0.96896,0.99032,0.99184,0.99046,0.79332,0.79014,0.28126,0.98139,8.16352e-05,8.16352e-05,8.16352e-05,Baseline+GhostConv
130,2076.27,0.6956,0.40795,0.97301,0.99158,0.99175,0.9908,0.79073,0.80095,0.28389,0.98431,7.81636e-05,7.81636e-05,7.81636e-05,Baseline+GhostConv
131,2092.41,0.69028,0.40676,0.96844,0.99011,0.99257,0.99001,0.79103,0.79503,0.2801,0.98602,7.4692e-05,7.4692e-05,7.4692e-05,Baseline+GhostConv
132,2108.15,0.68986,0.40328,0.96797,0.99141,0.99215,0.9897,0.79052,0.79364,0.27992,0.98744,7.12204e-05,7.12204e-05,7.12204e-05,Baseline+GhostConv
133,2124.13,0.68889,0.39866,0.96724,0.99137,0.99233,0.99012,0.79091,0.79217,0.27945,0.99447,6.77488e-05,6.77488e-05,6.77488e-05,Baseline+GhostConv
134,2140.11,0.68611,0.40415,0.96861,0.99104,0.99195,0.99046,0.79018,0.79384,0.27999,0.98927,6.42772e-05,6.42772e-05,6.42772e-05,Baseline+GhostConv
135,2156.17,0.69019,0.41038,0.96653,0.99142,0.99198,0.99055,0.79233,0.78833,0.2781,0.98538,6.08056e-05,6.08056e-05,6.08056e-05,Baseline+GhostConv
136,2172.17,0.68636,0.4032,0.96671,0.99103,0.99099,0.98983,0.79355,0.78816,0.28012,0.98755,5.7334e-05,5.7334e-05,5.7334e-05,Baseline+GhostConv
137,2187.76,0.6838,0.39945,0.96427,0.99023,0.99142,0.98959,0.79314,0.78806,0.2793,0.98462,5.38624e-05,5.38624e-05,5.38624e-05,Baseline+GhostConv
138,2203.77,0.68434,0.40085,0.96475,0.9909,0.99162,0.9897,0.79029,0.78749,0.27726,0.98445,5.03908e-05,5.03908e-05,5.03908e-05,Baseline+GhostConv
139,2219.04,0.68484,0.40311,0.96742,0.99018,0.99145,0.98967,0.7933,0.78608,0.27796,0.98504,4.69192e-05,4.69192e-05,4.69192e-05,Baseline+GhostConv
140,2235.28,0.68356,0.40267,0.96556,0.99011,0.9913,0.98964,0.79442,0.78789,0.27748,0.98388,4.34476e-05,4.34476e-05,4.34476e-05,Baseline+GhostConv
141,2252.39,0.58207,0.30158,0.91659,0.98886,0.99133,0.98989,0.79281,0.78701,0.28248,0.98743,3.9976e-05,3.9976e-05,3.9976e-05,Baseline+GhostConv
142,2268.44,0.57625,0.2931,0.91315,0.98999,0.99026,0.9894,0.79451,0.78934,0.28225,0.988,3.65044e-05,3.65044e-05,3.65044e-05,Baseline+GhostConv
143,2284.5,0.57683,0.29468,0.91548,0.99188,0.9918,0.98932,0.79182,0.78756,0.28115,0.99093,3.30328e-05,3.30328e-05,3.30328e-05,Baseline+GhostConv
144,2300.89,0.56763,0.29055,0.9111,0.99114,0.99089,0.98875,0.79227,0.78705,0.28137,0.99247,2.95612e-05,2.95612e-05,2.95612e-05,Baseline+GhostConv
145,2317.1,0.56754,0.28877,0.91235,0.99145,0.9911,0.98899,0.79194,0.79104,0.28226,0.99257,2.60896e-05,2.60896e-05,2.60896e-05,Baseline+GhostConv
146,2333.59,0.56635,0.28921,0.91032,0.99097,0.99143,0.98923,0.79118,0.79091,0.28036,0.99364,2.2618e-05,2.2618e-05,2.2618e-05,Baseline+GhostConv
147,2349.51,0.5641,0.28766,0.91099,0.99086,0.99154,0.98989,0.7937,0.79066,0.2798,0.99412,1.91464e-05,1.91464e-05,1.91464e-05,Baseline+GhostConv
148,2365.68,0.56445,0.29035,0.91017,0.9911,0.99134,0.99001,0.79183,0.79358,0.28007,0.99242,1.56748e-05,1.56748e-05,1.56748e-05,Baseline+GhostConv
149,2381.75,0.55987,0.28994,0.90762,0.99122,0.99124,0.99,0.79103,0.79425,0.27967,0.99423,1.22032e-05,1.22032e-05,1.22032e-05,Baseline+GhostConv
150,2397.95,0.56226,0.288,0.90851,0.99114,0.99126,0.98996,0.79293,0.79514,0.27901,0.9944,8.7316e-06,8.7316e-06,8.7316e-06,Baseline+GhostConv
1,27.7878,1.94202,3.60348,2.99038,0.22353,0.50922,0.31695,0.21794,1.03865,2.16153,1.71378,0.000174406,0.000174406,0.000174406,Baseline+DecoupledHead
2,44.1901,1.23559,1.93163,1.76386,0.49306,0.76635,0.61444,0.44165,0.95958,1.56202,1.43128,0.000347431,0.000347431,0.000347431,Baseline+DecoupledHead
3,60.0443,1.15229,1.4141,1.59444,0.87432,0.83553,0.93281,0.68564,0.92178,0.97286,1.41048,0.000518141,0.000518141,0.000518141,Baseline+DecoupledHead
4,76.3905,1.10688,1.11648,1.52753,0.87968,0.87744,0.94425,0.686,0.93558,0.86937,1.41864,0.000515585,0.000515585,0.000515585,Baseline+DecoupledHead
5,92.7139,1.07155,0.95692,1.4774,0.96359,0.96385,0.99123,0.7299,0.98004,0.62402,1.32518,0.000512114,0.000512114,0.000512114,Baseline+DecoupledHead
6,109.108,1.05078,0.88818,1.44806,0.97564,0.96274,0.98379,0.73427,0.87579,0.55233,1.34591,0.000508642,0.000508642,0.000508642,Baseline+DecoupledHead
7,125.697,1.02749,0.82716,1.42594,0.96231,0.96211,0.98168,0.73695,0.90129,0.55941,1.29817,0.00050517,0.00050517,0.00050517,Baseline+DecoupledHead
8,142.07,1.03073,0.80515,1.42569,0.97862,0.9828,0.98903,0.75162,0.84827,0.48289,1.30968,0.000501699,0.000501699,0.000501699,Baseline+DecoupledHead
9,158.645,0.99621,0.76259,1.38997,0.98125,0.9693,0.9888,0.74069,0.92363,0.48818,1.29972,0.000498227,0.000498227,0.000498227,Baseline+DecoupledHead
10,174.99,0.99024,0.72094,1.38432,0.92075,0.90349,0.96291,0.70833,0.88071,0.58176,1.36775,0.000494756,0.000494756,0.000494756,Baseline+DecoupledHead
11,191.449,0.96978,0.69696,1.36936,0.97315,0.98014,0.98682,0.76704,0.84239,0.42321,1.26001,0.000491284,0.000491284,0.000491284,Baseline+DecoupledHead
12,207.257,0.97476,0.67626,1.3671,0.96641,0.96714,0.98777,0.74701,0.89712,0.43825,1.29215,0.000487812,0.000487812,0.000487812,Baseline+DecoupledHead
13,223.86,0.96593,0.65261,1.35804,0.97711,0.97683,0.98234,0.75661,0.8379,0.40581,1.3012,0.000484341,0.000484341,0.000484341,Baseline+DecoupledHead
14,240.496,0.95363,0.63795,1.34739,0.97544,0.98656,0.9914,0.76802,0.8497,0.40098,1.26783,0.000480869,0.000480869,0.000480869,Baseline+DecoupledHead
15,257.046,0.94201,0.62487,1.33658,0.98244,0.97333,0.98385,0.76496,0.812,0.38991,1.27684,0.000477398,0.000477398,0.000477398,Baseline+DecoupledHead
16,273.431,0.93399,0.61945,1.32955,0.98377,0.98946,0.99046,0.7654,0.83845,0.38181,1.29329,0.000473926,0.000473926,0.000473926,Baseline+DecoupledHead
17,289.819,0.92541,0.60169,1.32886,0.93306,0.94238,0.9675,0.74819,0.83067,0.46289,1.2755,0.000470454,0.000470454,0.000470454,Baseline+DecoupledHead
18,306.424,0.91883,0.59326,1.31631,0.97797,0.98307,0.99236,0.77044,0.84215,0.38236,1.26405,0.000466983,0.000466983,0.000466983,Baseline+DecoupledHead
19,322.991,0.92654,0.58731,1.31592,0.98859,0.98755,0.99016,0.7808,0.82298,0.35294,1.2529,0.000463511,0.000463511,0.000463511,Baseline+DecoupledHead
20,339.709,0.91259,0.59051,1.30568,0.97366,0.98268,0.98746,0.78767,0.78803,0.36177,1.24253,0.00046004,0.00046004,0.00046004,Baseline+DecoupledHead
21,356.004,0.90633,0.572,1.30542,0.9694,0.96208,0.98655,0.75494,0.8737,0.39589,1.28154,0.000456568,0.000456568,0.000456568,Baseline+DecoupledHead
22,372.295,0.91091,0.58225,1.30542,0.98041,0.98245,0.99035,0.78458,0.81723,0.3465,1.22828,0.000453096,0.000453096,0.000453096,Baseline+DecoupledHead
23,388.989,0.90778,0.57291,1.29826,0.96714,0.97376,0.98338,0.76369,0.84798,0.37606,1.26233,0.000449625,0.000449625,0.000449625,Baseline+DecoupledHead
24,405.457,0.88666,0.55478,1.2882,0.98341,0.98664,0.99229,0.78528,0.80224,0.34456,1.24172,0.000446153,0.000446153,0.000446153,Baseline+DecoupledHead
25,422.066,0.8899,0.55164,1.28944,0.99065,0.98718,0.98986,0.77657,0.84552,0.34925,1.2552,0.000442682,0.000442682,0.000442682,Baseline+DecoupledHead
26,438.533,0.88535,0.54445,1.28295,0.98725,0.99345,0.99255,0.77049,0.88173,0.34833,1.256,0.00043921,0.00043921,0.00043921,Baseline+DecoupledHead
27,454.902,0.8642,0.5273,1.26191,0.94864,0.92907,0.97664,0.75678,0.83125,0.454,1.29466,0.000435738,0.000435738,0.000435738,Baseline+DecoupledHead
28,466.235,0.86753,0.53372,1.27031,0.98453,0.98635,0.99016,0.78906,0.79403,0.33259,1.22947,0.000432267,0.000432267,0.000432267,Baseline+DecoupledHead
29,482.713,0.86921,0.53323,1.26438,0.98612,0.98863,0.98719,0.78835,0.78257,0.31974,1.24016,0.000428795,0.000428795,0.000428795,Baseline+DecoupledHead
30,497.934,0.85874,0.51996,1.25761,0.98863,0.9854,0.99212,0.7783,0.84569,0.33673,1.24053,0.000425324,0.000425324,0.000425324,Baseline+DecoupledHead
31,514.238,0.8604,0.52264,1.25939,0.9909,0.99213,0.99095,0.78635,0.81809,0.32668,1.22866,0.000421852,0.000421852,0.000421852,Baseline+DecoupledHead
32,530.058,0.85652,0.51585,1.25442,0.98917,0.98734,0.9911,0.78505,0.81261,0.3259,1.23169,0.00041838,0.00041838,0.00041838,Baseline+DecoupledHead
33,546.605,0.84869,0.51968,1.25688,0.98781,0.98982,0.98965,0.79338,0.78658,0.31054,1.24087,0.000414909,0.000414909,0.000414909,Baseline+DecoupledHead
34,562.976,0.83697,0.50959,1.23493,0.98815,0.9908,0.98974,0.78607,0.81476,0.31429,1.22888,0.000411437,0.000411437,0.000411437,Baseline+DecoupledHead
35,579.467,0.83932,0.50587,1.23881,0.98892,0.99125,0.99009,0.79088,0.80731,0.31909,1.2296,0.000407966,0.000407966,0.000407966,Baseline+DecoupledHead
36,595.434,0.83403,0.50472,1.23891,0.98327,0.9802,0.98702,0.78195,0.79956,0.31955,1.26162,0.000404494,0.000404494,0.000404494,Baseline+DecoupledHead
37,611.622,0.82985,0.50032,1.23202,0.98492,0.98176,0.99011,0.78717,0.81036,0.32084,1.2328,0.000401022,0.000401022,0.000401022,Baseline+DecoupledHead
38,628.335,0.83168,0.50738,1.22939,0.98815,0.9888,0.98931,0.7884,0.78777,0.30787,1.23766,0.000397551,0.000397551,0.000397551,Baseline+DecoupledHead
39,644.663,0.8339,0.5018,1.22585,0.99436,0.9931,0.99158,0.78671,0.80872,0.30845,1.23481,0.000394079,0.000394079,0.000394079,Baseline+DecoupledHead
40,660.857,0.81437,0.48988,1.21282,0.98823,0.98662,0.98972,0.78753,0.7903,0.31347,1.24126,0.000390608,0.000390608,0.000390608,Baseline+DecoupledHead
41,677.378,0.81976,0.48956,1.21662,0.99247,0.99144,0.99232,0.7924,0.78316,0.3024,1.22489,0.000387136,0.000387136,0.000387136,Baseline+DecoupledHead
42,693.877,0.81452,0.48226,1.2119,0.98548,0.98876,0.99061,0.77883,0.81436,0.31436,1.27544,0.000383664,0.000383664,0.000383664,Baseline+DecoupledHead
43,709.949,0.80196,0.47928,1.20454,0.98827,0.99311,0.99263,0.79138,0.80168,0.30222,1.23541,0.000380193,0.000380193,0.000380193,Baseline+DecoupledHead
44,726.725,0.80151,0.47211,1.2064,0.99109,0.99159,0.99121,0.78697,0.80436,0.30396,1.23816,0.000376721,0.000376721,0.000376721,Baseline+DecoupledHead
45,743.091,0.80405,0.4808,1.20279,0.99034,0.992,0.9907,0.77924,0.83705,0.30497,1.23691,0.00037325,0.00037325,0.00037325,Baseline+DecoupledHead
46,759.366,0.79793,0.48057,1.19563,0.98793,0.98991,0.98686,0.78784,0.78707,0.29492,1.24175,0.000369778,0.000369778,0.000369778,Baseline+DecoupledHead
47,775.261,0.79153,0.47366,1.18979,0.99235,0.99348,0.99174,0.79427,0.79383,0.29833,1.22562,0.000366306,0.000366306,0.000366306,Baseline+DecoupledHead
48,791.706,0.79128,0.47193,1.18812,0.98546,0.98949,0.98652,0.77741,0.81665,0.30839,1.27525,0.000362835,0.000362835,0.000362835,Baseline+DecoupledHead
49,808.289,0.78683,0.4712,1.18861,0.99267,0.99136,0.9907,0.79146,0.78738,0.29502,1.24475,0.000359363,0.000359363,0.000359363,Baseline+DecoupledHead
50,824.814,0.78855,0.46803,1.18842,0.98928,0.99309,0.99144,0.78332,0.83108,0.30423,1.25186,0.000355892,0.000355892,0.000355892,Baseline+DecoupledHead
51,841.204,0.78216,0.46405,1.18283,0.98795,0.99078,0.98836,0.78538,0.79748,0.29235,1.27064,0.00035242,0.00035242,0.00035242,Baseline+DecoupledHead
52,857.626,0.77456,0.46187,1.17634,0.9843,0.9876,0.98824,0.78028,0.80487,0.30052,1.26648,0.000348948,0.000348948,0.000348948,Baseline+DecoupledHead
53,874.045,0.77892,0.46101,1.18659,0.99103,0.9913,0.98936,0.79131,0.80215,0.28947,1.2395,0.000345477,0.000345477,0.000345477,Baseline+DecoupledHead
54,890.372,0.76354,0.45053,1.1676,0.99356,0.99429,0.99147,0.78753,0.81319,0.28996,1.24563,0.000342005,0.000342005,0.000342005,Baseline+DecoupledHead
55,906.646,0.7721,0.46075,1.16812,0.99213,0.99188,0.99037,0.78908,0.81186,0.28908,1.24662,0.000338534,0.000338534,0.000338534,Baseline+DecoupledHead
56,922.595,0.76101,0.44378,1.16455,0.99229,0.99149,0.99022,0.79371,0.80588,0.29,1.24385,0.000335062,0.000335062,0.000335062,Baseline+DecoupledHead
57,938.904,0.76996,0.45165,1.17311,0.99206,0.98999,0.98994,0.793,0.79153,0.28757,1.24512,0.00033159,0.00033159,0.00033159,Baseline+DecoupledHead
58,955.121,0.75654,0.44559,1.15877,0.99161,0.99355,0.98892,0.78557,0.79937,0.29211,1.25622,0.000328119,0.000328119,0.000328119,Baseline+DecoupledHead
59,971.114,0.76083,0.4399,1.16346,0.99026,0.99334,0.98915,0.78488,0.8003,0.28714,1.26196,0.000324647,0.000324647,0.000324647,Baseline+DecoupledHead
60,987.504,0.7568,0.44124,1.15845,0.99166,0.99434,0.99139,0.78961,0.80002,0.28786,1.25,0.000321176,0.000321176,0.000321176,Baseline+DecoupledHead
61,1003.49,0.75414,0.44233,1.15931,0.98898,0.99076,0.98811,0.7923,0.79087,0.28637,1.24045,0.000317704,0.000317704,0.000317704,Baseline+DecoupledHead
62,1019.72,0.74837,0.43536,1.15578,0.98927,0.99078,0.99133,0.78907,0.80712,0.28853,1.25113,0.000314232,0.000314232,0.000314232,Baseline+DecoupledHead
63,1035.72,0.74782,0.43957,1.15569,0.98489,0.98795,0.98865,0.78668,0.7907,0.28872,1.25779,0.000310761,0.000310761,0.000310761,Baseline+DecoupledHead
64,1052,0.74147,0.42916,1.14978,0.99171,0.99226,0.99219,0.78707,0.805,0.28728,1.25222,0.000307289,0.000307289,0.000307289,Baseline+DecoupledHead
65,1068.72,0.73843,0.42823,1.14783,0.99301,0.9945,0.99103,0.79442,0.8016,0.2836,1.24673,0.000303818,0.000303818,0.000303818,Baseline+DecoupledHead
66,1082.77,0.73367,0.42517,1.14113,0.98785,0.99147,0.98821,0.79328,0.78178,0.27841,1.25741,0.000300346,0.000300346,0.000300346,Baseline+DecoupledHead
67,1094.39,0.73192,0.42587,1.13787,0.99203,0.99218,0.99075,0.79405,0.80023,0.28044,1.25492,0.000296874,0.000296874,0.000296874,Baseline+DecoupledHead
68,1106.44,0.73094,0.42123,1.13948,0.99099,0.99329,0.99041,0.79201,0.78936,0.27508,1.24858,0.000293403,0.000293403,0.000293403,Baseline+DecoupledHead
69,1118.77,0.72505,0.41906,1.1341,0.99244,0.99496,0.99011,0.79512,0.79039,0.27792,1.2458,0.000289931,0.000289931,0.000289931,Baseline+DecoupledHead
70,1131.28,0.72934,0.42285,1.13554,0.99283,0.99451,0.99166,0.7839,0.82368,0.28357,1.26313,0.00028646,0.00028646,0.00028646,Baseline+DecoupledHead
71,1144.23,0.73039,0.42048,1.14557,0.99291,0.9947,0.9919,0.79085,0.79944,0.27845,1.25568,0.000282988,0.000282988,0.000282988,Baseline+DecoupledHead
72,1159.43,0.71678,0.41305,1.13068,0.99084,0.99404,0.99041,0.79418,0.78916,0.27768,1.25948,0.000279516,0.000279516,0.000279516,Baseline+DecoupledHead
73,1172.83,0.72011,0.41882,1.13074,0.99258,0.99261,0.99,0.78899,0.80117,0.28169,1.25982,0.000276045,0.000276045,0.000276045,Baseline+DecoupledHead
74,1185.72,0.7151,0.41411,1.12656,0.99121,0.99086,0.99129,0.78689,0.81094,0.28507,1.26179,0.000272573,0.000272573,0.000272573,Baseline+DecoupledHead
75,1201.8,0.71557,0.4183,1.12608,0.99519,0.99558,0.99205,0.79094,0.79685,0.27345,1.24574,0.000269102,0.000269102,0.000269102,Baseline+DecoupledHead
76,1217.97,0.71551,0.41296,1.12779,0.99406,0.99577,0.99212,0.78884,0.81052,0.27775,1.24988,0.00026563,0.00026563,0.00026563,Baseline+DecoupledHead
77,1231.22,0.7079,0.41025,1.12655,0.99297,0.99442,0.99012,0.7883,0.80074,0.28035,1.26523,0.000262158,0.000262158,0.000262158,Baseline+DecoupledHead
78,1247.85,0.70792,0.40745,1.11704,0.99032,0.99251,0.99013,0.79095,0.79351,0.2778,1.25812,0.000258687,0.000258687,0.000258687,Baseline+DecoupledHead
79,1264.31,0.70287,0.40561,1.12084,0.99267,0.99218,0.98985,0.79358,0.78932,0.27609,1.25561,0.000255215,0.000255215,0.000255215,Baseline+DecoupledHead
80,1281.23,0.70112,0.40015,1.11372,0.99504,0.99675,0.99243,0.78679,0.8096,0.27768,1.2682,0.000251744,0.000251744,0.000251744,Baseline+DecoupledHead
81,1297.75,0.69806,0.40272,1.11771,0.9942,0.9955,0.9918,0.79232,0.7856,0.26954,1.25245,0.000248272,0.000248272,0.000248272,Baseline+DecoupledHead
82,1314.3,0.70303,0.40663,1.11782,0.99172,0.99228,0.9901,0.79309,0.79964,0.27472,1.25652,0.0002448,0.0002448,0.0002448,Baseline+DecoupledHead
83,1330.77,0.69267,0.39975,1.10674,0.9925,0.99463,0.99174,0.7921,0.79053,0.27646,1.24941,0.000241329,0.000241329,0.000241329,Baseline+DecoupledHead
84,1347.23,0.69296,0.40107,1.11085,0.99322,0.99412,0.99073,0.79173,0.80006,0.27295,1.27483,0.000237857,0.000237857,0.000237857,Baseline+DecoupledHead
85,1363.77,0.69167,0.39639,1.11208,0.99129,0.99351,0.9898,0.78941,0.79518,0.27416,1.27842,0.000234386,0.000234386,0.000234386,Baseline+DecoupledHead
86,1380.3,0.682,0.39307,1.09923,0.99186,0.99315,0.9905,0.78611,0.79676,0.27557,1.28287,0.000230914,0.000230914,0.000230914,Baseline+DecoupledHead
87,1396.74,0.69258,0.39908,1.11668,0.99215,0.99332,0.99047,0.7892,0.80031,0.27279,1.26912,0.000227442,0.000227442,0.000227442,Baseline+DecoupledHead
88,1413.25,0.68663,0.40207,1.1054,0.99164,0.99364,0.98982,0.79222,0.78896,0.27481,1.26887,0.000223971,0.000223971,0.000223971,Baseline+DecoupledHead
89,1429.49,0.67923,0.3914,1.10009,0.99304,0.99399,0.99094,0.79058,0.79899,0.27192,1.27181,0.000220499,0.000220499,0.000220499,Baseline+DecoupledHead
90,1445.24,0.68186,0.39009,1.10359,0.99329,0.99504,0.99044,0.79003,0.80619,0.27318,1.28667,0.000217028,0.000217028,0.000217028,Baseline+DecoupledHead
91,1461.44,0.68091,0.38646,1.09968,0.99303,0.99321,0.99056,0.79291,0.79296,0.27107,1.26739,0.000213556,0.000213556,0.000213556,Baseline+DecoupledHead
92,1477.94,0.6705,0.38444,1.09686,0.99265,0.99202,0.99006,0.79046,0.78803,0.27201,1.28071,0.000210084,0.000210084,0.000210084,Baseline+DecoupledHead
93,1494.16,0.6784,0.39389,1.10379,0.99258,0.99498,0.99057,0.79576,0.79017,0.26988,1.27004,0.000206613,0.000206613,0.000206613,Baseline+DecoupledHead
94,1510.75,0.67275,0.38697,1.09441,0.99227,0.99441,0.98968,0.79024,0.80577,0.27457,1.28632,0.000203141,0.000203141,0.000203141,Baseline+DecoupledHead
95,1527.46,0.67566,0.38775,1.09769,0.99428,0.99543,0.99128,0.79088,0.80194,0.27261,1.28522,0.00019967,0.00019967,0.00019967,Baseline+DecoupledHead
96,1543.91,0.66022,0.37971,1.08794,0.99321,0.99379,0.99061,0.7916,0.79707,0.27002,1.27864,0.000196198,0.000196198,0.000196198,Baseline+DecoupledHead
97,1560.49,0.66593,0.38505,1.08547,0.9932,0.99527,0.99032,0.78901,0.80728,0.27138,1.2748,0.000192726,0.000192726,0.000192726,Baseline+DecoupledHead
98,1577.02,0.66135,0.37907,1.0859,0.99294,0.99314,0.99057,0.79245,0.79436,0.26797,1.28114,0.000189255,0.000189255,0.000189255,Baseline+DecoupledHead
99,1593.53,0.66036,0.37643,1.08792,0.99172,0.99312,0.98935,0.79316,0.78902,0.2692,1.27714,0.000185783,0.000185783,0.000185783,Baseline+DecoupledHead
100,1610.23,0.66322,0.3825,1.08944,0.99247,0.99458,0.99133,0.79632,0.79701,0.26958,1.27534,0.000182312,0.000182312,0.000182312,Baseline+DecoupledHead
101,1626.94,0.65978,0.38171,1.08689,0.99292,0.99458,0.99076,0.79191,0.8034,0.2703,1.2812,0.00017884,0.00017884,0.00017884,Baseline+DecoupledHead
102,1643.46,0.6635,0.38089,1.09216,0.9936,0.99427,0.9913,0.7914,0.80436,0.27222,1.27944,0.000175368,0.000175368,0.000175368,Baseline+DecoupledHead
103,1659.89,0.65687,0.3762,1.08771,0.99409,0.99455,0.99099,0.79057,0.79696,0.26836,1.28568,0.000171897,0.000171897,0.000171897,Baseline+DecoupledHead
104,1676.59,0.65515,0.37752,1.08645,0.99298,0.99335,0.99063,0.79258,0.79031,0.26904,1.2868,0.000168425,0.000168425,0.000168425,Baseline+DecoupledHead
105,1693.11,0.64956,0.37318,1.08016,0.99346,0.9925,0.9908,0.79514,0.79148,0.26755,1.27903,0.000164954,0.000164954,0.000164954,Baseline+DecoupledHead
106,1709.9,0.64689,0.37265,1.07878,0.99232,0.99324,0.9905,0.79306,0.78931,0.26794,1.28168,0.000161482,0.000161482,0.000161482,Baseline+DecoupledHead
107,1726.51,0.65032,0.37426,1.08124,0.99337,0.99376,0.99074,0.79436,0.79206,0.26697,1.27432,0.00015801,0.00015801,0.00015801,Baseline+DecoupledHead
108,1743.16,0.65207,0.37829,1.0833,0.99271,0.99421,0.99073,0.79288,0.79376,0.2669,1.27781,0.000154539,0.000154539,0.000154539,Baseline+DecoupledHead
109,1759.79,0.64217,0.37106,1.07568,0.99195,0.99277,0.99061,0.79081,0.79812,0.26831,1.28172,0.000151067,0.000151067,0.000151067,Baseline+DecoupledHead
110,1776.03,0.64019,0.36367,1.07282,0.99254,0.9949,0.99076,0.79231,0.79163,0.26867,1.28601,0.000147596,0.000147596,0.000147596,Baseline+DecoupledHead
111,1792.73,0.63204,0.36296,1.07079,0.99379,0.99465,0.99013,0.78869,0.80167,0.26826,1.2916,0.000144124,0.000144124,0.000144124,Baseline+DecoupledHead
112,1809.53,0.64187,0.37502,1.07564,0.99376,0.99394,0.99087,0.7936,0.79106,0.26724,1.28479,0.000140652,0.000140652,0.000140652,Baseline+DecoupledHead
113,1825.99,0.64106,0.36918,1.07571,0.99406,0.99488,0.99089,0.78828,0.80832,0.26797,1.29772,0.000137181,0.000137181,0.000137181,Baseline+DecoupledHead
114,1842.36,0.62953,0.36139,1.06391,0.99388,0.99469,0.99105,0.7893,0.80072,0.26731,1.29393,0.000133709,0.000133709,0.000133709,Baseline+DecoupledHead
