epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,experiment
53,803.073,0.87699,0.55134,1.41405,0.99075,0.99045,0.98962,0.77138,0.83933,0.38184,1.50419,0.000345477,0.000345477,0.000345477,Baseline+BiFPN
54,818.301,0.86279,0.53731,1.39602,0.98809,0.99021,0.98933,0.78131,0.80497,0.37094,1.46912,0.000342005,0.000342005,0.000342005,Baseline+BiFPN
55,833.456,0.86758,0.54756,1.39459,0.98869,0.98793,0.98996,0.77582,0.82544,0.37844,1.45133,0.000338534,0.000338534,0.000338534,Baseline+BiFPN
56,848.554,0.86159,0.53402,1.38939,0.98424,0.98578,0.9893,0.76408,0.83923,0.38288,1.51683,0.000335062,0.000335062,0.000335062,Baseline+BiFPN
57,863.413,0.86268,0.54257,1.3971,0.98659,0.99054,0.98941,0.77728,0.81623,0.36786,1.46016,0.00033159,0.00033159,0.00033159,Baseline+BiFPN
58,878.854,0.85178,0.53509,1.38389,0.98876,0.98843,0.99152,0.76614,0.85216,0.37853,1.50085,0.000328119,0.000328119,0.000328119,Baseline+BiFPN
59,894.038,0.8601,0.52917,1.3878,0.98943,0.98703,0.99037,0.78356,0.8095,0.36965,1.44849,0.000324647,0.000324647,0.000324647,Baseline+BiFPN
60,909.239,0.8563,0.52593,1.38072,0.97838,0.98399,0.99252,0.77727,0.80231,0.39101,1.44196,0.000321176,0.000321176,0.000321176,Baseline+BiFPN
61,924.364,0.84963,0.53128,1.3727,0.9928,0.99143,0.99086,0.77975,0.83022,0.36791,1.44886,0.000317704,0.000317704,0.000317704,Baseline+BiFPN
62,939.636,0.84733,0.52525,1.37939,0.98885,0.99151,0.99202,0.78446,0.80741,0.36216,1.45697,0.000314232,0.000314232,0.000314232,Baseline+BiFPN
63,954.992,0.84452,0.52453,1.37409,0.98365,0.98832,0.98975,0.78448,0.80698,0.37339,1.45076,0.000310761,0.000310761,0.000310761,Baseline+BiFPN
64,970.366,0.84449,0.52023,1.37059,0.9896,0.98864,0.9925,0.78152,0.8146,0.36762,1.45281,0.000307289,0.000307289,0.000307289,Baseline+BiFPN
65,985.521,0.83895,0.51786,1.36955,0.99072,0.99001,0.99161,0.79022,0.80154,0.36056,1.43817,0.000303818,0.000303818,0.000303818,Baseline+BiFPN
66,1000.81,0.83635,0.51147,1.36037,0.99088,0.98999,0.99084,0.78052,0.81657,0.36385,1.49094,0.000300346,0.000300346,0.000300346,Baseline+BiFPN
67,1015.87,0.83513,0.5158,1.35718,0.98982,0.99417,0.99212,0.78206,0.79874,0.35799,1.45619,0.000296874,0.000296874,0.000296874,Baseline+BiFPN
68,1030.62,0.8389,0.5108,1.35876,0.98844,0.98805,0.99091,0.78053,0.81298,0.36146,1.46715,0.000293403,0.000293403,0.000293403,Baseline+BiFPN
69,1045.73,0.82989,0.50672,1.35368,0.99046,0.99281,0.99206,0.79086,0.8049,0.3555,1.41981,0.000289931,0.000289931,0.000289931,Baseline+BiFPN
70,1061.02,0.83206,0.51285,1.35468,0.99288,0.99221,0.99341,0.78427,0.8186,0.35801,1.43284,0.00028646,0.00028646,0.00028646,Baseline+BiFPN
71,1076.27,0.83162,0.50732,1.35972,0.99121,0.99398,0.99166,0.77794,0.81603,0.35841,1.47301,0.000282988,0.000282988,0.000282988,Baseline+BiFPN
72,1091.62,0.82562,0.50525,1.34819,0.98999,0.99032,0.99171,0.7872,0.80185,0.35793,1.45773,0.000279516,0.000279516,0.000279516,Baseline+BiFPN
73,1105.5,0.8299,0.51005,1.34824,0.99226,0.99285,0.99185,0.78758,0.79551,0.35075,1.4565,0.000276045,0.000276045,0.000276045,Baseline+BiFPN
74,1120.42,0.82259,0.50603,1.3471,0.98859,0.99167,0.99155,0.78028,0.8141,0.35849,1.44562,0.000272573,0.000272573,0.000272573,Baseline+BiFPN
75,1135.52,0.82211,0.50936,1.34547,0.98534,0.99034,0.98978,0.78012,0.80952,0.36312,1.46535,0.000269102,0.000269102,0.000269102,Baseline+BiFPN
76,1150.78,0.82022,0.50611,1.34554,0.98845,0.98957,0.99136,0.78764,0.80261,0.35181,1.42279,0.00026563,0.00026563,0.00026563,Baseline+BiFPN
77,1165.98,0.81601,0.50385,1.34067,0.98778,0.99105,0.99094,0.78062,0.80912,0.35414,1.45214,0.000262158,0.000262158,0.000262158,Baseline+BiFPN
78,1181.26,0.81419,0.49622,1.33166,0.99102,0.99263,0.9908,0.78691,0.81877,0.35247,1.43652,0.000258687,0.000258687,0.000258687,Baseline+BiFPN
79,1196.42,0.81006,0.49331,1.33761,0.98947,0.98842,0.99074,0.78651,0.79446,0.34882,1.42601,0.000255215,0.000255215,0.000255215,Baseline+BiFPN
80,1211.5,0.81026,0.4884,1.32542,0.98884,0.99002,0.9916,0.78542,0.80925,0.349,1.45284,0.000251744,0.000251744,0.000251744,Baseline+BiFPN
81,1226.82,0.80357,0.49334,1.33041,0.99313,0.99158,0.99147,0.7873,0.8039,0.34912,1.43835,0.000248272,0.000248272,0.000248272,Baseline+BiFPN
82,1242.18,0.80971,0.49912,1.331,0.99178,0.99058,0.99172,0.78566,0.8124,0.35165,1.43212,0.0002448,0.0002448,0.0002448,Baseline+BiFPN
83,1256.72,0.80023,0.48997,1.31669,0.99129,0.99204,0.99144,0.78493,0.81018,0.3523,1.44036,0.000241329,0.000241329,0.000241329,Baseline+BiFPN
84,1271.91,0.8027,0.49317,1.32292,0.99265,0.99469,0.99115,0.78676,0.80438,0.34777,1.40968,0.000237857,0.000237857,0.000237857,Baseline+BiFPN
85,1286.88,0.80316,0.4892,1.32545,0.99007,0.99055,0.99121,0.78684,0.79197,0.34562,1.44332,0.000234386,0.000234386,0.000234386,Baseline+BiFPN
86,1302.16,0.7914,0.48177,1.30695,0.98987,0.99331,0.99128,0.7804,0.8194,0.35045,1.43133,0.000230914,0.000230914,0.000230914,Baseline+BiFPN
87,1317.44,0.79514,0.48554,1.32286,0.9921,0.99211,0.99082,0.78159,0.81766,0.34842,1.44626,0.000227442,0.000227442,0.000227442,Baseline+BiFPN
88,1331.75,0.79474,0.49034,1.3155,0.99055,0.9912,0.99206,0.78812,0.80616,0.34826,1.42051,0.000223971,0.000223971,0.000223971,Baseline+BiFPN
89,1347.06,0.78585,0.48223,1.31143,0.98981,0.98956,0.99092,0.78392,0.80004,0.34355,1.45987,0.000220499,0.000220499,0.000220499,Baseline+BiFPN
90,1362.31,0.78779,0.47655,1.31085,0.99073,0.99012,0.99026,0.78349,0.79681,0.34863,1.44473,0.000217028,0.000217028,0.000217028,Baseline+BiFPN
91,1377.25,0.78375,0.47592,1.30303,0.99267,0.99426,0.99136,0.78545,0.81156,0.34549,1.42808,0.000213556,0.000213556,0.000213556,Baseline+BiFPN
92,1392.49,0.78554,0.47873,1.31066,0.99088,0.99091,0.99102,0.78716,0.80466,0.35161,1.44239,0.000210084,0.000210084,0.000210084,Baseline+BiFPN
93,1407.74,0.78939,0.48603,1.31518,0.99309,0.99476,0.99204,0.78642,0.80002,0.34236,1.42786,0.000206613,0.000206613,0.000206613,Baseline+BiFPN
94,1423.07,0.78022,0.47829,1.30343,0.99089,0.99135,0.98966,0.78717,0.79486,0.3408,1.43531,0.000203141,0.000203141,0.000203141,Baseline+BiFPN
95,1438.34,0.78534,0.47771,1.30448,0.98998,0.99019,0.98954,0.7833,0.81012,0.34678,1.44794,0.00019967,0.00019967,0.00019967,Baseline+BiFPN
96,1453.13,0.77413,0.47185,1.29275,0.99188,0.99341,0.99169,0.78475,0.80277,0.34251,1.43042,0.000196198,0.000196198,0.000196198,Baseline+BiFPN
97,1468.19,0.77654,0.47696,1.29219,0.99242,0.9937,0.99181,0.78165,0.81858,0.3413,1.4226,0.000192726,0.000192726,0.000192726,Baseline+BiFPN
98,1483.29,0.76799,0.46761,1.2884,0.99229,0.99146,0.99192,0.79166,0.79389,0.33582,1.41826,0.000189255,0.000189255,0.000189255,Baseline+BiFPN
99,1498.34,0.77195,0.46781,1.29306,0.99259,0.9929,0.99195,0.7917,0.79249,0.34011,1.42809,0.000185783,0.000185783,0.000185783,Baseline+BiFPN
100,1513.63,0.77323,0.47066,1.29255,0.99276,0.99157,0.9909,0.78724,0.79762,0.33948,1.43251,0.000182312,0.000182312,0.000182312,Baseline+BiFPN
101,1528.63,0.77272,0.47316,1.29282,0.98984,0.99194,0.99106,0.78643,0.80262,0.33797,1.42644,0.00017884,0.00017884,0.00017884,Baseline+BiFPN
102,1542.54,0.77211,0.47088,1.29212,0.99345,0.99575,0.99276,0.78999,0.79759,0.33535,1.42399,0.000175368,0.000175368,0.000175368,Baseline+BiFPN
103,1553.77,0.76796,0.46403,1.29178,0.99206,0.99475,0.99191,0.78929,0.79698,0.33237,1.42889,0.000171897,0.000171897,0.000171897,Baseline+BiFPN
104,1568.47,0.76233,0.46637,1.28925,0.98981,0.99386,0.99033,0.78903,0.7923,0.34179,1.44177,0.000168425,0.000168425,0.000168425,Baseline+BiFPN
105,1583.64,0.76166,0.46419,1.28195,0.99078,0.99236,0.99234,0.78932,0.79196,0.33543,1.42633,0.000164954,0.000164954,0.000164954,Baseline+BiFPN
106,1597.35,0.75658,0.46267,1.27732,0.99102,0.99382,0.99183,0.78838,0.80682,0.34261,1.42249,0.000161482,0.000161482,0.000161482,Baseline+BiFPN
107,1612.6,0.76189,0.46849,1.28212,0.99197,0.99362,0.99252,0.79315,0.796,0.33537,1.4002,0.00015801,0.00015801,0.00015801,Baseline+BiFPN
108,1627.17,0.76376,0.46432,1.28414,0.99113,0.99437,0.99076,0.78693,0.79569,0.33483,1.42021,0.000154539,0.000154539,0.000154539,Baseline+BiFPN
109,1640.54,0.75643,0.46385,1.27694,0.99279,0.99484,0.99267,0.78814,0.80104,0.33838,1.42231,0.000151067,0.000151067,0.000151067,Baseline+BiFPN
110,1654.98,0.75057,0.4538,1.27271,0.98918,0.98929,0.99101,0.78805,0.79813,0.33772,1.43454,0.000147596,0.000147596,0.000147596,Baseline+BiFPN
111,1669.95,0.7501,0.45365,1.27457,0.99093,0.9923,0.99091,0.79004,0.79574,0.33378,1.42817,0.000144124,0.000144124,0.000144124,Baseline+BiFPN
112,1685.13,0.75801,0.46788,1.27686,0.99261,0.99459,0.99269,0.7876,0.79914,0.33332,1.43472,0.000140652,0.000140652,0.000140652,Baseline+BiFPN
113,1700.41,0.75164,0.45866,1.27146,0.99286,0.99472,0.993,0.78584,0.81007,0.33743,1.4236,0.000137181,0.000137181,0.000137181,Baseline+BiFPN
114,1715.74,0.73791,0.45062,1.2608,0.99219,0.99447,0.99252,0.78932,0.79499,0.3318,1.42802,0.000133709,0.000133709,0.000133709,Baseline+BiFPN
115,1730.75,0.74547,0.45456,1.2683,0.99174,0.99301,0.99142,0.79003,0.79418,0.33211,1.41899,0.000130238,0.000130238,0.000130238,Baseline+BiFPN
116,1745.66,0.74746,0.45525,1.26408,0.99111,0.99369,0.99166,0.79147,0.79481,0.33077,1.42709,0.000126766,0.000126766,0.000126766,Baseline+BiFPN
117,1760.71,0.74492,0.45578,1.2682,0.99095,0.9929,0.99193,0.78787,0.7984,0.3329,1.42831,0.000123294,0.000123294,0.000123294,Baseline+BiFPN
118,1775.46,0.73933,0.45066,1.2611,0.99253,0.99479,0.992,0.78805,0.7957,0.33003,1.41841,0.000119823,0.000119823,0.000119823,Baseline+BiFPN
119,1790.79,0.73773,0.45296,1.26437,0.99127,0.99429,0.99209,0.7827,0.80175,0.3347,1.42388,0.000116351,0.000116351,0.000116351,Baseline+BiFPN
120,1806.12,0.73637,0.45155,1.26354,0.99153,0.99411,0.99259,0.7892,0.79034,0.32967,1.42044,0.00011288,0.00011288,0.00011288,Baseline+BiFPN
121,1821.2,0.73878,0.45015,1.25755,0.99164,0.99387,0.99245,0.78861,0.78966,0.33211,1.42585,0.000109408,0.000109408,0.000109408,Baseline+BiFPN
122,1834.91,0.73867,0.45308,1.26031,0.99227,0.99492,0.99319,0.78792,0.7936,0.33052,1.43133,0.000105936,0.000105936,0.000105936,Baseline+BiFPN
123,1847.18,0.73889,0.44751,1.26106,0.99168,0.99451,0.99211,0.78767,0.7919,0.33124,1.41847,0.000102465,0.000102465,0.000102465,Baseline+BiFPN
124,1862.53,0.72913,0.44428,1.24799,0.9916,0.99342,0.99191,0.79042,0.78729,0.33423,1.41577,9.89932e-05,9.89932e-05,9.89932e-05,Baseline+BiFPN
125,1877.82,0.73655,0.44871,1.26356,0.99188,0.9943,0.99253,0.78975,0.79142,0.33226,1.42459,9.55216e-05,9.55216e-05,9.55216e-05,Baseline+BiFPN
126,1892.78,0.73313,0.44708,1.25913,0.992,0.99426,0.99202,0.78726,0.79175,0.3312,1.42517,9.205e-05,9.205e-05,9.205e-05,Baseline+BiFPN
127,1908.07,0.73115,0.43823,1.25382,0.99174,0.99443,0.992,0.78711,0.79801,0.33181,1.43394,8.85784e-05,8.85784e-05,8.85784e-05,Baseline+BiFPN
128,1923.42,0.72725,0.44347,1.24671,0.99286,0.99515,0.99276,0.78794,0.79409,0.32999,1.41864,8.51068e-05,8.51068e-05,8.51068e-05,Baseline+BiFPN
129,1938.69,0.72136,0.43695,1.24724,0.99224,0.99471,0.99207,0.79026,0.78852,0.327,1.42414,8.16352e-05,8.16352e-05,8.16352e-05,Baseline+BiFPN
130,1954.22,0.72803,0.44274,1.25382,0.99294,0.99515,0.99286,0.79213,0.78803,0.32648,1.41453,7.81636e-05,7.81636e-05,7.81636e-05,Baseline+BiFPN
131,1969.06,0.72251,0.44686,1.25136,0.99179,0.99385,0.99204,0.78993,0.79524,0.32613,1.42819,7.4692e-05,7.4692e-05,7.4692e-05,Baseline+BiFPN
132,1984.34,0.724,0.43973,1.25015,0.99181,0.99375,0.99205,0.79166,0.7942,0.32818,1.42897,7.12204e-05,7.12204e-05,7.12204e-05,Baseline+BiFPN
133,1999.39,0.72067,0.43505,1.24315,0.99038,0.99206,0.99123,0.78892,0.79592,0.32958,1.43425,6.77488e-05,6.77488e-05,6.77488e-05,Baseline+BiFPN
134,2014.75,0.71936,0.44129,1.24456,0.99173,0.99344,0.99203,0.7903,0.79289,0.33066,1.42858,6.42772e-05,6.42772e-05,6.42772e-05,Baseline+BiFPN
135,2029.82,0.72478,0.44609,1.24449,0.99143,0.99405,0.99202,0.79063,0.79055,0.32966,1.43226,6.08056e-05,6.08056e-05,6.08056e-05,Baseline+BiFPN
136,2045.22,0.7243,0.44149,1.24539,0.9914,0.99331,0.99196,0.79046,0.79017,0.32815,1.43358,5.7334e-05,5.7334e-05,5.7334e-05,Baseline+BiFPN
137,2060.27,0.71823,0.43363,1.24319,0.99148,0.99432,0.99213,0.79211,0.79277,0.32567,1.42383,5.38624e-05,5.38624e-05,5.38624e-05,Baseline+BiFPN
138,2075.48,0.71786,0.43615,1.24088,0.99077,0.99287,0.99186,0.79312,0.79089,0.32841,1.42545,5.03908e-05,5.03908e-05,5.03908e-05,Baseline+BiFPN
139,2090.67,0.71792,0.43956,1.24034,0.9924,0.99405,0.99261,0.79189,0.79135,0.32883,1.42548,4.69192e-05,4.69192e-05,4.69192e-05,Baseline+BiFPN
140,2105.82,0.71691,0.43581,1.24091,0.99288,0.99434,0.99333,0.78952,0.79494,0.33042,1.42931,4.34476e-05,4.34476e-05,4.34476e-05,Baseline+BiFPN
141,2122.1,0.62012,0.35724,1.17566,0.9893,0.9929,0.99107,0.78597,0.79866,0.33141,1.44144,3.9976e-05,3.9976e-05,3.9976e-05,Baseline+BiFPN
142,2137.38,0.61115,0.3465,1.16559,0.98999,0.99264,0.99164,0.78717,0.7993,0.33,1.44064,3.65044e-05,3.65044e-05,3.65044e-05,Baseline+BiFPN
143,2152.64,0.60989,0.35077,1.16472,0.99163,0.99341,0.99202,0.78705,0.7943,0.32974,1.43833,3.30328e-05,3.30328e-05,3.30328e-05,Baseline+BiFPN
144,2165.64,0.60084,0.34299,1.15531,0.99159,0.99354,0.99161,0.78972,0.7943,0.32752,1.44288,2.95612e-05,2.95612e-05,2.95612e-05,Baseline+BiFPN
145,2180.77,0.59864,0.34469,1.1536,0.99304,0.99452,0.99245,0.78947,0.79217,0.32776,1.43858,2.60896e-05,2.60896e-05,2.60896e-05,Baseline+BiFPN
146,2196.05,0.59737,0.34197,1.16012,0.99335,0.99454,0.99239,0.78927,0.79495,0.32698,1.4428,2.2618e-05,2.2618e-05,2.2618e-05,Baseline+BiFPN
147,2211.38,0.5968,0.34467,1.1556,0.9932,0.99447,0.99245,0.78763,0.79632,0.32685,1.44153,1.91464e-05,1.91464e-05,1.91464e-05,Baseline+BiFPN
148,2226.81,0.59793,0.34389,1.15652,0.99309,0.99447,0.99252,0.78859,0.79407,0.32762,1.44063,1.56748e-05,1.56748e-05,1.56748e-05,Baseline+BiFPN
149,2242.16,0.59513,0.34382,1.14972,0.9928,0.99457,0.99255,0.78876,0.79425,0.32734,1.43977,1.22032e-05,1.22032e-05,1.22032e-05,Baseline+BiFPN
150,2257.46,0.59522,0.34227,1.15438,0.99286,0.99455,0.99251,0.78836,0.79509,0.32693,1.44116,8.7316e-06,8.7316e-06,8.7316e-06,Baseline+BiFPN
1,20.2484,1.10315,2.44229,1.23962,0.58675,0.74817,0.66683,0.4814,0.95952,0.7841,1.25148,0.000174406,0.000174406,0.000174406,Baseline+Focal
2,33.6492,1.05679,0.76459,1.25149,0.93004,0.94384,0.97219,0.72186,0.90023,0.27669,1.11727,0.000347431,0.000347431,0.000347431,Baseline+Focal
3,49.2101,1.0179,0.52968,1.19876,0.91026,0.95969,0.98077,0.73096,0.90524,0.24083,1.07975,0.000518141,0.000518141,0.000518141,Baseline+Focal
4,63.2572,0.98282,0.47486,1.1786,0.90514,0.8931,0.95613,0.72093,0.8613,0.32846,1.07753,0.000515585,0.000515585,0.000515585,Baseline+Focal
5,79.2019,0.95724,0.42251,1.16571,0.95874,0.95117,0.97753,0.7396,0.84478,0.20429,1.09571,0.000512114,0.000512114,0.000512114,Baseline+Focal
6,95.163,0.93783,0.41162,1.15924,0.97852,0.96982,0.98983,0.74993,0.84351,0.16281,1.10513,0.000508642,0.000508642,0.000508642,Baseline+Focal
7,110.778,0.92458,0.39469,1.15401,0.95456,0.95918,0.98096,0.74597,0.83559,0.20577,1.12084,0.00050517,0.00050517,0.00050517,Baseline+Focal
8,126.515,0.91998,0.39679,1.15859,0.96718,0.96772,0.98811,0.76634,0.80774,0.16106,1.11069,0.000501699,0.000501699,0.000501699,Baseline+Focal
9,142.489,0.89171,0.37203,1.14141,0.97941,0.97524,0.98909,0.76909,0.82222,0.13776,1.10387,0.000498227,0.000498227,0.000498227,Baseline+Focal
10,155.765,0.89204,0.35539,1.14119,0.93554,0.94243,0.97515,0.70838,0.89326,0.22033,1.20354,0.000494756,0.000494756,0.000494756,Baseline+Focal
11,167.42,0.87836,0.34399,1.13587,0.95782,0.96345,0.98446,0.73264,0.85089,0.16134,1.16681,0.000491284,0.000491284,0.000491284,Baseline+Focal
12,179.071,0.87676,0.33443,1.13353,0.96449,0.96034,0.99103,0.76849,0.81317,0.1527,1.09485,0.000487812,0.000487812,0.000487812,Baseline+Focal
13,190.594,0.86919,0.32039,1.12653,0.98153,0.97723,0.99064,0.76634,0.79885,0.1127,1.10739,0.000484341,0.000484341,0.000484341,Baseline+Focal
14,202.025,0.85712,0.3234,1.11988,0.98033,0.9879,0.99363,0.76651,0.8289,0.11945,1.08973,0.000480869,0.000480869,0.000480869,Baseline+Focal
15,213.511,0.85502,0.31119,1.11808,0.97318,0.97312,0.98807,0.77064,0.79839,0.12221,1.08633,0.000477398,0.000477398,0.000477398,Baseline+Focal
16,225.003,0.84924,0.30902,1.11371,0.97084,0.97596,0.98764,0.76611,0.81506,0.13615,1.09561,0.000473926,0.000473926,0.000473926,Baseline+Focal
17,236.452,0.83958,0.3032,1.11511,0.98196,0.98706,0.99263,0.78179,0.77269,0.0956,1.06616,0.000470454,0.000470454,0.000470454,Baseline+Focal
18,251.852,0.83496,0.29821,1.10627,0.97435,0.97698,0.98884,0.76779,0.7894,0.11753,1.10999,0.000466983,0.000466983,0.000466983,Baseline+Focal
19,267.7,0.83836,0.2952,1.11456,0.97232,0.98912,0.99184,0.78346,0.79527,0.10505,1.08241,0.000463511,0.000463511,0.000463511,Baseline+Focal
20,283.643,0.82948,0.29536,1.10466,0.97265,0.98591,0.98782,0.7658,0.7901,0.09404,1.11536,0.00046004,0.00046004,0.00046004,Baseline+Focal
21,299.4,0.82329,0.28921,1.1056,0.98427,0.9872,0.99394,0.7799,0.80066,0.10989,1.08706,0.000456568,0.000456568,0.000456568,Baseline+Focal
22,315.265,0.82608,0.28752,1.10369,0.98288,0.98252,0.99333,0.75832,0.85048,0.09,1.10513,0.000453096,0.000453096,0.000453096,Baseline+Focal
23,330.429,0.8172,0.28708,1.09961,0.96986,0.97594,0.99078,0.76763,0.80937,0.10794,1.1132,0.000449625,0.000449625,0.000449625,Baseline+Focal
24,346.48,0.81103,0.28137,1.09666,0.96983,0.97761,0.98825,0.77002,0.80476,0.10415,1.11331,0.000446153,0.000446153,0.000446153,Baseline+Focal
25,362.227,0.80807,0.27882,1.09937,0.95254,0.95881,0.98925,0.76263,0.83211,0.13572,1.09979,0.000442682,0.000442682,0.000442682,Baseline+Focal
26,378.154,0.81024,0.26534,1.09055,0.98567,0.97987,0.99044,0.76315,0.82339,0.0909,1.11655,0.00043921,0.00043921,0.00043921,Baseline+Focal
27,394.166,0.78802,0.25261,1.08289,0.97312,0.98554,0.99004,0.76644,0.81366,0.08783,1.12955,0.000435738,0.000435738,0.000435738,Baseline+Focal
28,410.387,0.79289,0.26703,1.08878,0.97584,0.9882,0.99082,0.76586,0.8107,0.07979,1.12542,0.000432267,0.000432267,0.000432267,Baseline+Focal
29,426.223,0.79263,0.26208,1.08472,0.9686,0.97994,0.98926,0.76737,0.79401,0.10086,1.10775,0.000428795,0.000428795,0.000428795,Baseline+Focal
30,442.078,0.78705,0.25419,1.08609,0.97587,0.98042,0.99183,0.77816,0.7948,0.08857,1.10916,0.000425324,0.000425324,0.000425324,Baseline+Focal
31,457.546,0.79209,0.2606,1.08782,0.98086,0.98946,0.99201,0.77303,0.81808,0.08036,1.11633,0.000421852,0.000421852,0.000421852,Baseline+Focal
32,473.557,0.78053,0.25427,1.08273,0.97973,0.98475,0.98908,0.77147,0.78661,0.08579,1.12684,0.00041838,0.00041838,0.00041838,Baseline+Focal
33,486.993,0.77826,0.25609,1.0787,0.97552,0.98402,0.99216,0.77764,0.78978,0.07891,1.09312,0.000414909,0.000414909,0.000414909,Baseline+Focal
34,502.747,0.76923,0.24822,1.07093,0.97706,0.98297,0.99156,0.7772,0.78348,0.09445,1.10999,0.000411437,0.000411437,0.000411437,Baseline+Focal
35,518.537,0.76554,0.24693,1.07158,0.98285,0.98026,0.98851,0.78368,0.78122,0.07508,1.11582,0.000407966,0.000407966,0.000407966,Baseline+Focal
36,534.352,0.7661,0.24015,1.07516,0.98352,0.98732,0.9915,0.77836,0.7862,0.07319,1.1048,0.000404494,0.000404494,0.000404494,Baseline+Focal
37,549.951,0.76231,0.23807,1.07545,0.98119,0.98809,0.99099,0.7711,0.79386,0.06798,1.13519,0.000401022,0.000401022,0.000401022,Baseline+Focal
38,565.738,0.76441,0.24645,1.06982,0.98627,0.9833,0.99019,0.77234,0.8038,0.06565,1.10086,0.000397551,0.000397551,0.000397551,Baseline+Focal
39,581.668,0.76659,0.24267,1.06802,0.97862,0.98523,0.99282,0.77416,0.80238,0.0721,1.13031,0.000394079,0.000394079,0.000394079,Baseline+Focal
40,597.494,0.7481,0.23241,1.05966,0.98073,0.98562,0.99064,0.77261,0.78837,0.0707,1.10539,0.000390608,0.000390608,0.000390608,Baseline+Focal
41,613.872,0.74912,0.23267,1.05985,0.98766,0.98614,0.99079,0.77296,0.79699,0.05698,1.12511,0.000387136,0.000387136,0.000387136,Baseline+Focal
42,630.152,0.75171,0.23118,1.06094,0.98514,0.99126,0.99333,0.75712,0.83434,0.0586,1.15208,0.000383664,0.000383664,0.000383664,Baseline+Focal
43,646.115,0.74026,0.22771,1.05534,0.98937,0.98806,0.99133,0.76638,0.81246,0.07252,1.13124,0.000380193,0.000380193,0.000380193,Baseline+Focal
44,662.132,0.73941,0.22176,1.06149,0.98018,0.98813,0.99107,0.76571,0.79673,0.05926,1.14962,0.000376721,0.000376721,0.000376721,Baseline+Focal
45,677.931,0.73976,0.22517,1.05528,0.98759,0.99336,0.99219,0.75021,0.86519,0.04778,1.14903,0.00037325,0.00037325,0.00037325,Baseline+Focal
46,693.688,0.73734,0.2308,1.05141,0.97657,0.98691,0.99215,0.76163,0.78944,0.07118,1.11508,0.000369778,0.000369778,0.000369778,Baseline+Focal
47,709.85,0.7269,0.2232,1.0452,0.98517,0.98655,0.99325,0.77031,0.7989,0.06963,1.11167,0.000366306,0.000366306,0.000366306,Baseline+Focal
48,725.767,0.72626,0.22881,1.04085,0.98833,0.9861,0.99054,0.76837,0.79385,0.05903,1.13528,0.000362835,0.000362835,0.000362835,Baseline+Focal
49,741.161,0.72277,0.22432,1.04259,0.98171,0.98849,0.99217,0.76541,0.80367,0.07021,1.13593,0.000359363,0.000359363,0.000359363,Baseline+Focal
50,756.971,0.72314,0.22276,1.04583,0.98303,0.98746,0.99044,0.76463,0.82203,0.05187,1.135,0.000355892,0.000355892,0.000355892,Baseline+Focal
51,772.938,0.71793,0.22166,1.04107,0.98463,0.98613,0.99193,0.76817,0.79973,0.05927,1.15153,0.00035242,0.00035242,0.00035242,Baseline+Focal
52,788.811,0.71293,0.21664,1.0345,0.97657,0.98716,0.99084,0.76649,0.79295,0.07399,1.14385,0.000348948,0.000348948,0.000348948,Baseline+Focal
53,805.112,0.71385,0.21719,1.04442,0.98009,0.98764,0.99105,0.76268,0.8005,0.06516,1.12826,0.000345477,0.000345477,0.000345477,Baseline+Focal
54,820.433,0.70029,0.20977,1.03134,0.98687,0.9873,0.99267,0.77444,0.77986,0.05152,1.10989,0.000342005,0.000342005,0.000342005,Baseline+Focal
55,836.338,0.70557,0.21713,1.0258,0.99021,0.98682,0.9929,0.7664,0.82244,0.0468,1.11289,0.000338534,0.000338534,0.000338534,Baseline+Focal
56,852.262,0.70205,0.20836,1.02825,0.98386,0.98853,0.99143,0.76904,0.80077,0.05157,1.14071,0.000335062,0.000335062,0.000335062,Baseline+Focal
57,868.147,0.70282,0.21015,1.03378,0.98557,0.98676,0.9915,0.76717,0.80189,0.05376,1.13925,0.00033159,0.00033159,0.00033159,Baseline+Focal
58,884.441,0.69422,0.20731,1.02339,0.9852,0.98918,0.99272,0.77456,0.78586,0.06058,1.12005,0.000328119,0.000328119,0.000328119,Baseline+Focal
59,898.429,0.70004,0.20137,1.03056,0.98977,0.99081,0.99175,0.76769,0.79222,0.04667,1.13389,0.000324647,0.000324647,0.000324647,Baseline+Focal
60,914.32,0.69487,0.20684,1.02674,0.95986,0.98102,0.99141,0.76781,0.78827,0.09066,1.14183,0.000321176,0.000321176,0.000321176,Baseline+Focal
61,927.917,0.69228,0.20223,1.02494,0.98137,0.9819,0.99113,0.76955,0.79964,0.05778,1.12781,0.000317704,0.000317704,0.000317704,Baseline+Focal
62,943.895,0.68859,0.19706,1.02205,0.97815,0.98847,0.99069,0.77087,0.79428,0.0566,1.13274,0.000314232,0.000314232,0.000314232,Baseline+Focal
63,959.793,0.68801,0.20313,1.023,0.9865,0.98457,0.99141,0.76241,0.81187,0.06269,1.15114,0.000310761,0.000310761,0.000310761,Baseline+Focal
64,975.589,0.67965,0.19496,1.01964,0.98366,0.98996,0.99119,0.76647,0.79562,0.04553,1.15186,0.000307289,0.000307289,0.000307289,Baseline+Focal
